date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:43	74045/74045	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Oct%202021%2002:55:41%20GMT	https://smkm1surabaya.sch.id/membanggakan-siswa-smk-muhammadiyah-1-surabaya-raih-juara-lomba-video-kreatif/	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/membanggakan-siswa-smk-muhammadiyah-1-surabaya-raih-juara-lomba-video-kreatif/index.html	(from https://smkm1surabaya.sch.id/)
09:55:43	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2031%20Jul%202021%2004:28:51%20GMT	https://smkm1surabaya.sch.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot	(from https://smkm1surabaya.sch.id/wp-content/cache/wpo-minify/1629315572/assets/wpo-minify-header-5f30607c.min.css)
09:55:44	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2031%20Jul%202021%2004:28:51%20GMT	https://smkm1surabaya.sch.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://smkm1surabaya.sch.id/wp-content/cache/wpo-minify/1629315572/assets/wpo-minify-header-5f30607c.min.css)
09:55:44	75339/75339	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Oct%202021%2002:55:42%20GMT	https://smkm1surabaya.sch.id/jelang-tatap-muka-smk-muhammadiyah-1-surabaya-lakukan-vaksinasi-dosis-1-dari-puskesmas-tambak-rejo/	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/jelang-tatap-muka-smk-muhammadiyah-1-surabaya-lakukan-vaksinasi-dosis-1-dari-puskesmas-tambak-rejo/index.html	(from https://smkm1surabaya.sch.id/)
09:55:44	513208/513208	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Aug%202021%2018:33:46%20GMT	https://smkm1surabaya.sch.id/wp-content/cache/wpo-minify/1629315572/assets/wpo-minify-header-cb4b6657.min.css	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-content/cache/wpo-minify/1629315572/assets/wpo-minify-header-cb4b6657.min.css	(from https://smkm1surabaya.sch.id/data-alumni-smk-muhammadiyah-1-surabaya/)
09:55:45	16243/16243	---MC-	200	added ('OK')	application/json	date:Sun,%2024%20Oct%202021%2002:55:42%20GMT	https://smkm1surabaya.sch.id/wp-json/wp/v2/pages/1528	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-json/wp/v2/pages/1528.json	(from https://smkm1surabaya.sch.id/data-alumni-smk-muhammadiyah-1-surabaya/)
09:55:47	2422/2422	---MC-	200	added ('OK')	application/json	date:Sun,%2024%20Oct%202021%2002:55:44%20GMT	https://smkm1surabaya.sch.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsmkm1surabaya.sch.id%2Fdata-alumni-smk-muhammadiyah-1-surabaya%2F	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-json/oembed/1.0/embed76eb.json	(from https://smkm1surabaya.sch.id/data-alumni-smk-muhammadiyah-1-surabaya/)
09:55:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Oct%202021%2002:55:44%20GMT	https://smkm1surabaya.sch.id/?p=1528	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/index26e4.html	(from https://smkm1surabaya.sch.id/data-alumni-smk-muhammadiyah-1-surabaya/)
09:55:49	2514/2514	---MC-	200	added ('OK')	text/xml	date:Sun,%2024%20Oct%202021%2002:55:46%20GMT	https://smkm1surabaya.sch.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsmkm1surabaya.sch.id%2Fdata-alumni-smk-muhammadiyah-1-surabaya%2F&format=xml	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-json/oembed/1.0/embed66aa	(from https://smkm1surabaya.sch.id/data-alumni-smk-muhammadiyah-1-surabaya/)
09:55:49	2688/2688	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Aug%202021%2003:18:23%20GMT	https://smkm1surabaya.sch.id/wp-content/plugins/ninja-tables/assets/fonts/ninja-tables.woff2?1a82860cb5286f7833a2c33fbdd1d76c	C:/My%20Web%20Sites/TUGAS%201/smkm1surabaya.sch.id/wp-content/plugins/ninja-tables/assets/fonts/ninja-tablese7f9.woff2	(from https://smkm1surabaya.sch.id/data-alumni-smk-muhammadiyah-1-surabaya/)
